Local time,Open,High,Low,Close,Volume
24.04.2017 00:00:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 00:10:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 00:20:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 00:30:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 00:40:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 00:50:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 01:00:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 01:10:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 01:20:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 01:30:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 01:40:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 01:50:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 02:00:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 02:10:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 02:20:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 02:30:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 02:40:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 02:50:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 03:00:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 03:10:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 03:20:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 03:30:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 03:40:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 03:50:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 04:00:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 04:10:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 04:20:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 04:30:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 04:40:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 04:50:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 05:00:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 05:10:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 05:20:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 05:30:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 05:40:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 05:50:00.000,109.072,109.072,109.072,109.072,0
24.04.2017 06:00:00.000,110.521,110.531,110.248,110.257,761.29
24.04.2017 06:10:00.000,110.257,110.427,110.217,110.294,1898.44
24.04.2017 06:20:00.000,110.298,110.345,110.177,110.177,977.96
24.04.2017 06:30:00.000,110.177,110.261,110.151,110.257,450.51000000000005
24.04.2017 06:40:00.000,110.254,110.455,110.228,110.409,564.87
24.04.2017 06:50:00.000,110.409,110.467,110.230,110.263,1236.4899999999998
24.04.2017 07:00:00.000,110.262,110.342,110.136,110.243,2515.9800000000005
24.04.2017 07:10:00.000,110.243,110.257,110.150,110.218,2216.69
24.04.2017 07:20:00.000,110.220,110.223,110.047,110.050,1408.3899999999999
24.04.2017 07:30:00.000,110.050,110.119,110.019,110.083,1537.62
24.04.2017 07:40:00.000,110.083,110.124,110.018,110.040,1132.29
24.04.2017 07:50:00.000,110.039,110.066,109.983,110.043,1378.78
24.04.2017 08:00:00.000,110.041,110.073,109.999,110.072,1079.83
24.04.2017 08:10:00.000,110.071,110.123,110.065,110.089,1113.18
24.04.2017 08:20:00.000,110.089,110.105,110.057,110.078,986.1400000000001
24.04.2017 08:30:00.000,110.079,110.130,110.047,110.067,1278.65
24.04.2017 08:40:00.000,110.066,110.105,109.948,109.985,1753.86
24.04.2017 08:50:00.000,109.985,110.042,109.936,110.025,1611.22
24.04.2017 09:00:00.000,110.022,110.040,109.940,109.975,2127.09
24.04.2017 09:10:00.000,109.974,110.047,109.921,109.952,2273.6
24.04.2017 09:20:00.000,109.955,109.960,109.855,109.956,2407.22
24.04.2017 09:30:00.000,109.955,109.981,109.899,109.967,1864.0400000000002
24.04.2017 09:40:00.000,109.965,110.029,109.922,109.950,1634.27
24.04.2017 09:50:00.000,109.950,110.118,109.907,110.116,2133.9500000000003
24.04.2017 10:00:00.000,110.114,110.117,110.008,110.021,1779.7000000000003
24.04.2017 10:10:00.000,110.024,110.099,110.015,110.021,1974.1800000000003
24.04.2017 10:20:00.000,110.021,110.077,109.966,110.027,1725.2199999999998
24.04.2017 10:30:00.000,110.026,110.064,109.949,109.988,1939.5800000000002
24.04.2017 10:40:00.000,109.989,110.044,109.970,110.023,1296.82
24.04.2017 10:50:00.000,110.022,110.045,110.001,110.020,1102.6000000000001
24.04.2017 11:00:00.000,110.020,110.072,110.019,110.050,1330.33
24.04.2017 11:10:00.000,110.049,110.056,109.967,109.967,1588.6200000000001
24.04.2017 11:20:00.000,109.969,110.056,109.963,110.032,1620.49
24.04.2017 11:30:00.000,110.033,110.066,110.024,110.027,1189.38
24.04.2017 11:40:00.000,110.025,110.047,110.018,110.029,834.8799999999999
24.04.2017 11:50:00.000,110.030,110.092,110.024,110.084,1050.22
24.04.2017 12:00:00.000,110.085,110.089,110.054,110.080,804.36
24.04.2017 12:10:00.000,110.079,110.079,110.035,110.056,559.29
24.04.2017 12:20:00.000,110.056,110.067,110.022,110.045,861.7500000000001
24.04.2017 12:30:00.000,110.046,110.050,110.001,110.021,870.7800000000001
24.04.2017 12:40:00.000,110.021,110.039,110.007,110.027,500.27
24.04.2017 12:50:00.000,110.026,110.038,110.005,110.015,744.9599999999999
24.04.2017 13:00:00.000,110.016,110.037,110.015,110.021,647.2599999999999
24.04.2017 13:10:00.000,110.020,110.033,110.007,110.007,372.35
24.04.2017 13:20:00.000,110.006,110.010,109.979,110.005,616.3599999999999
24.04.2017 13:30:00.000,110.004,110.050,109.982,110.043,960.7300000000001
24.04.2017 13:40:00.000,110.044,110.057,110.022,110.053,715.9899999999998
24.04.2017 13:50:00.000,110.054,110.070,110.027,110.069,705.74
24.04.2017 14:00:00.000,110.070,110.139,110.070,110.130,1170.2500000000002
24.04.2017 14:10:00.000,110.130,110.137,110.085,110.092,906.4599999999999
24.04.2017 14:20:00.000,110.095,110.186,110.072,110.165,1045.12
24.04.2017 14:30:00.000,110.167,110.167,110.121,110.141,1052.1100000000001
24.04.2017 14:40:00.000,110.142,110.241,110.131,110.227,1373.95
24.04.2017 14:50:00.000,110.226,110.264,110.192,110.199,1797.76
24.04.2017 15:00:00.000,110.197,110.288,110.191,110.242,2530.5600000000004
24.04.2017 15:10:00.000,110.243,110.243,110.151,110.151,2661.91
24.04.2017 15:20:00.000,110.153,110.178,110.103,110.108,1991.99
24.04.2017 15:30:00.000,110.110,110.182,110.096,110.133,2010.16
24.04.2017 15:40:00.000,110.133,110.153,110.088,110.117,1651.01
24.04.2017 15:50:00.000,110.117,110.219,110.110,110.199,1954.7199999999998
24.04.2017 16:00:00.000,110.195,110.197,110.038,110.068,2485.1099999999997
24.04.2017 16:10:00.000,110.070,110.126,110.047,110.122,2171.27
24.04.2017 16:20:00.000,110.123,110.149,110.082,110.103,1938.5900000000001
24.04.2017 16:30:00.000,110.102,110.117,110.054,110.113,1885.14
24.04.2017 16:40:00.000,110.114,110.145,110.086,110.103,2303.36
24.04.2017 16:50:00.000,110.103,110.114,110.066,110.084,1436.61
24.04.2017 17:00:00.000,110.083,110.146,110.074,110.100,1723.7499999999998
24.04.2017 17:10:00.000,110.099,110.158,110.077,110.158,1593.83
24.04.2017 17:20:00.000,110.156,110.160,110.096,110.143,1495.8300000000002
24.04.2017 17:30:00.000,110.144,110.150,110.093,110.111,1213.97
24.04.2017 17:40:00.000,110.115,110.134,110.085,110.102,1394.9099999999999
24.04.2017 17:50:00.000,110.102,110.160,110.086,110.150,1270.44
24.04.2017 18:00:00.000,110.148,110.148,110.079,110.104,1453.0900000000001
24.04.2017 18:10:00.000,110.104,110.116,110.051,110.054,1125.68
24.04.2017 18:20:00.000,110.055,110.103,110.051,110.099,1330.96
24.04.2017 18:30:00.000,110.098,110.122,110.075,110.104,1168.82
24.04.2017 18:40:00.000,110.104,110.130,110.103,110.128,1065.7299999999998
24.04.2017 18:50:00.000,110.128,110.236,110.114,110.204,1218.84
24.04.2017 19:00:00.000,110.203,110.304,110.178,110.296,1353.74
24.04.2017 19:10:00.000,110.295,110.295,110.212,110.219,1519.9099999999999
24.04.2017 19:20:00.000,110.220,110.233,110.153,110.172,1122.8999999999999
24.04.2017 19:30:00.000,110.172,110.177,110.143,110.148,1207.23
24.04.2017 19:40:00.000,110.148,110.167,110.105,110.122,1113.6499999999999
24.04.2017 19:50:00.000,110.119,110.173,110.117,110.159,958.87
24.04.2017 20:00:00.000,110.159,110.210,110.158,110.189,1270.41
24.04.2017 20:10:00.000,110.188,110.215,110.162,110.166,1376.78
24.04.2017 20:20:00.000,110.165,110.238,110.163,110.230,1136.6399999999999
24.04.2017 20:30:00.000,110.229,110.258,110.200,110.230,1173.75
24.04.2017 20:40:00.000,110.228,110.237,110.202,110.225,1198.1399999999999
24.04.2017 20:50:00.000,110.226,110.233,110.182,110.214,1510.2000000000003
24.04.2017 21:00:00.000,110.216,110.304,110.207,110.303,1908.8200000000002
24.04.2017 21:10:00.000,110.302,110.347,110.273,110.285,1750.1
24.04.2017 21:20:00.000,110.285,110.293,110.238,110.264,1521.94
24.04.2017 21:30:00.000,110.264,110.267,110.137,110.140,1890.5899999999997
24.04.2017 21:40:00.000,110.140,110.213,110.138,110.164,1820.6799999999998
24.04.2017 21:50:00.000,110.164,110.183,110.112,110.146,1485.19
24.04.2017 22:00:00.000,110.147,110.178,110.117,110.163,1494.83
24.04.2017 22:10:00.000,110.163,110.205,110.162,110.162,1574.4899999999998
24.04.2017 22:20:00.000,110.164,110.205,110.136,110.200,1276.12
24.04.2017 22:30:00.000,110.201,110.215,110.126,110.190,2724.5299999999997
24.04.2017 22:40:00.000,110.193,110.207,110.127,110.176,2362.81
24.04.2017 22:50:00.000,110.177,110.183,110.113,110.135,2296.2799999999997
24.04.2017 23:00:00.000,110.136,110.186,110.059,110.069,2250.06
24.04.2017 23:10:00.000,110.069,110.075,110.020,110.036,1865.1200000000001
24.04.2017 23:20:00.000,110.037,110.088,110.022,110.078,1347.35
24.04.2017 23:30:00.000,110.077,110.086,109.941,109.970,2451.0400000000004
24.04.2017 23:40:00.000,109.972,109.999,109.926,109.931,2391.66
24.04.2017 23:50:00.000,109.932,109.957,109.869,109.890,2403.9
25.04.2017 00:00:00.000,109.891,109.971,109.891,109.943,1902.65
25.04.2017 00:10:00.000,109.943,109.964,109.798,109.824,2028.7199999999998
25.04.2017 00:20:00.000,109.825,109.844,109.758,109.801,2331.8900000000003
25.04.2017 00:30:00.000,109.801,109.867,109.787,109.848,1498.28
25.04.2017 00:40:00.000,109.847,109.868,109.769,109.787,1169.5900000000001
25.04.2017 00:50:00.000,109.786,109.824,109.704,109.748,2245.5099999999998
25.04.2017 01:00:00.000,109.749,109.831,109.715,109.805,1618.34
25.04.2017 01:10:00.000,109.806,109.837,109.738,109.813,1342.81
25.04.2017 01:20:00.000,109.813,109.825,109.779,109.780,1119.78
25.04.2017 01:30:00.000,109.779,109.811,109.765,109.781,1000.9599999999999
25.04.2017 01:40:00.000,109.780,109.789,109.736,109.764,962.13
25.04.2017 01:50:00.000,109.766,109.812,109.736,109.788,1429.08
25.04.2017 02:00:00.000,109.788,109.844,109.778,109.824,963.6
25.04.2017 02:10:00.000,109.824,109.915,109.820,109.896,1057.21
25.04.2017 02:20:00.000,109.896,109.907,109.857,109.864,966.38
25.04.2017 02:30:00.000,109.865,109.881,109.834,109.834,1157.53
25.04.2017 02:40:00.000,109.835,109.849,109.787,109.787,1050.62
25.04.2017 02:50:00.000,109.787,109.826,109.757,109.806,1461.05
25.04.2017 03:00:00.000,109.806,109.812,109.757,109.790,976.73
25.04.2017 03:10:00.000,109.792,109.888,109.773,109.888,1526.6000000000001
25.04.2017 03:20:00.000,109.889,109.964,109.842,109.868,1838.8600000000001
25.04.2017 03:30:00.000,109.870,109.889,109.825,109.839,1122.5300000000002
25.04.2017 03:40:00.000,109.839,109.839,109.794,109.795,1095.4
25.04.2017 03:50:00.000,109.794,109.802,109.739,109.753,1185.5900000000001
25.04.2017 04:00:00.000,109.755,109.813,109.753,109.800,1057.22
25.04.2017 04:10:00.000,109.800,109.811,109.781,109.799,748.63
25.04.2017 04:20:00.000,109.799,109.822,109.758,109.775,819.01
25.04.2017 04:30:00.000,109.775,109.795,109.759,109.776,714.67
25.04.2017 04:40:00.000,109.775,109.795,109.698,109.712,1163.1200000000001
25.04.2017 04:50:00.000,109.714,109.747,109.700,109.714,1186
25.04.2017 05:00:00.000,109.715,109.743,109.700,109.709,836.18
25.04.2017 05:10:00.000,109.709,109.729,109.660,109.691,775.6800000000001
25.04.2017 05:20:00.000,109.690,109.727,109.669,109.722,518.9000000000001
25.04.2017 05:30:00.000,109.727,109.744,109.722,109.744,464.62000000000006
25.04.2017 05:40:00.000,109.745,109.774,109.743,109.757,472.53
25.04.2017 05:50:00.000,109.758,109.766,109.748,109.757,776.86
25.04.2017 06:00:00.000,109.751,109.769,109.704,109.715,234.79999999999998
25.04.2017 06:10:00.000,109.715,109.732,109.712,109.716,172.36
25.04.2017 06:20:00.000,109.715,109.733,109.703,109.720,133.02
25.04.2017 06:30:00.000,109.720,109.753,109.717,109.731,272.88
25.04.2017 06:40:00.000,109.731,109.769,109.724,109.753,359.22999999999996
25.04.2017 06:50:00.000,109.751,109.794,109.746,109.787,273.65999999999997
25.04.2017 07:00:00.000,109.787,109.787,109.741,109.761,417.86
25.04.2017 07:10:00.000,109.761,109.778,109.756,109.775,304.45
25.04.2017 07:20:00.000,109.777,109.824,109.764,109.821,709.5400000000001
25.04.2017 07:30:00.000,109.820,109.830,109.789,109.796,696.91
25.04.2017 07:40:00.000,109.796,109.816,109.784,109.792,577.0300000000001
25.04.2017 07:50:00.000,109.793,109.822,109.788,109.822,369.3
25.04.2017 08:00:00.000,109.823,109.823,109.803,109.817,503.77
25.04.2017 08:10:00.000,109.817,109.824,109.791,109.803,533.71
25.04.2017 08:20:00.000,109.805,109.805,109.721,109.743,770.4399999999999
25.04.2017 08:30:00.000,109.743,109.743,109.677,109.709,834.31
25.04.2017 08:40:00.000,109.707,109.727,109.594,109.631,1219.3799999999999
25.04.2017 08:50:00.000,109.628,109.646,109.612,109.630,1089.0300000000002
25.04.2017 09:00:00.000,109.629,109.718,109.626,109.694,1645.8
25.04.2017 09:10:00.000,109.694,109.800,109.670,109.784,1425.4000000000003
25.04.2017 09:20:00.000,109.783,109.820,109.755,109.816,1291.37
25.04.2017 09:30:00.000,109.816,109.834,109.783,109.802,1174.2300000000002
25.04.2017 09:40:00.000,109.800,109.809,109.746,109.766,1462.8100000000002
25.04.2017 09:50:00.000,109.766,109.917,109.765,109.867,2075.4800000000005
25.04.2017 10:00:00.000,109.865,109.945,109.835,109.895,1621.27
25.04.2017 10:10:00.000,109.895,109.900,109.855,109.885,1303.64
25.04.2017 10:20:00.000,109.885,109.920,109.859,109.867,1264.1100000000001
25.04.2017 10:30:00.000,109.866,109.966,109.866,109.915,1794.45
25.04.2017 10:40:00.000,109.915,109.945,109.910,109.933,1366.09
25.04.2017 10:50:00.000,109.933,109.933,109.862,109.865,1521.85
25.04.2017 11:00:00.000,109.864,109.939,109.861,109.927,1720.38
25.04.2017 11:10:00.000,109.926,110.077,109.902,110.061,2371.2999999999997
25.04.2017 11:20:00.000,110.061,110.099,110.034,110.083,1648.9699999999998
25.04.2017 11:30:00.000,110.081,110.163,110.068,110.110,1562.87
25.04.2017 11:40:00.000,110.109,110.145,110.095,110.132,1169.3
25.04.2017 11:50:00.000,110.132,110.132,110.077,110.084,1127.66
25.04.2017 12:00:00.000,110.084,110.096,110.066,110.081,744.73
25.04.2017 12:10:00.000,110.081,110.088,110.048,110.064,723.2
25.04.2017 12:20:00.000,110.065,110.076,110.049,110.054,684.78
25.04.2017 12:30:00.000,110.053,110.087,110.044,110.049,1181.02
25.04.2017 12:40:00.000,110.048,110.077,109.993,109.993,1122.8400000000001
25.04.2017 12:50:00.000,109.993,110.034,109.985,110.028,955.54
25.04.2017 13:00:00.000,110.028,110.082,110.023,110.067,1209.19
25.04.2017 13:10:00.000,110.066,110.086,110.059,110.074,1019.4999999999999
25.04.2017 13:20:00.000,110.075,110.156,110.071,110.140,1252.1899999999998
25.04.2017 13:30:00.000,110.141,110.163,110.100,110.116,1000.7099999999999
25.04.2017 13:40:00.000,110.116,110.151,110.049,110.049,1225.5600000000002
25.04.2017 13:50:00.000,110.051,110.051,110.020,110.037,1000.5699999999999
25.04.2017 14:00:00.000,110.037,110.072,110.034,110.071,857.3700000000001
25.04.2017 14:10:00.000,110.071,110.092,110.053,110.074,967.6800000000001
25.04.2017 14:20:00.000,110.075,110.081,110.042,110.057,965.63
25.04.2017 14:30:00.000,110.056,110.153,110.050,110.144,1619.68
25.04.2017 14:40:00.000,110.144,110.148,110.107,110.126,1232.57
25.04.2017 14:50:00.000,110.127,110.182,110.117,110.160,1410.2499999999998
25.04.2017 15:00:00.000,110.160,110.165,110.104,110.118,1975.5899999999997
25.04.2017 15:10:00.000,110.118,110.231,110.104,110.205,1631.4499999999998
25.04.2017 15:20:00.000,110.205,110.223,110.190,110.218,698.02
25.04.2017 15:30:00.000,110.217,110.225,110.176,110.179,1074.84
25.04.2017 15:40:00.000,110.180,110.275,110.179,110.250,1184.87
25.04.2017 15:50:00.000,110.247,110.275,110.208,110.236,1663.2999999999997
25.04.2017 16:00:00.000,110.234,110.253,110.192,110.252,2140.0499999999997
25.04.2017 16:10:00.000,110.253,110.298,110.252,110.267,1626.03
25.04.2017 16:20:00.000,110.269,110.339,110.268,110.326,1624.0100000000002
25.04.2017 16:30:00.000,110.326,110.356,110.284,110.303,1726.2999999999997
25.04.2017 16:40:00.000,110.301,110.327,110.273,110.273,1620.39
25.04.2017 16:50:00.000,110.274,110.325,110.271,110.308,1120.93
25.04.2017 17:00:00.000,110.308,110.424,110.299,110.418,2044.0500000000002
25.04.2017 17:10:00.000,110.418,110.436,110.376,110.388,1635.19
25.04.2017 17:20:00.000,110.388,110.399,110.364,110.386,1179.04
25.04.2017 17:30:00.000,110.386,110.396,110.359,110.391,945.4
25.04.2017 17:40:00.000,110.391,110.449,110.384,110.445,1067.29
25.04.2017 17:50:00.000,110.446,110.483,110.415,110.475,1530.2599999999998
25.04.2017 18:00:00.000,110.477,110.508,110.449,110.469,1493.45
25.04.2017 18:10:00.000,110.469,110.492,110.458,110.479,1658.55
25.04.2017 18:20:00.000,110.481,110.532,110.440,110.513,1329.23
25.04.2017 18:30:00.000,110.513,110.529,110.448,110.471,1682.24
25.04.2017 18:40:00.000,110.471,110.499,110.450,110.457,1092.8600000000001
25.04.2017 18:50:00.000,110.458,110.461,110.346,110.367,1704.12
25.04.2017 19:00:00.000,110.368,110.426,110.368,110.419,1148.52
25.04.2017 19:10:00.000,110.417,110.466,110.384,110.451,1104.98
25.04.2017 19:20:00.000,110.453,110.473,110.394,110.394,946.46
25.04.2017 19:30:00.000,110.395,110.404,110.368,110.401,695.96
25.04.2017 19:40:00.000,110.401,110.439,110.377,110.386,1102.2800000000002
25.04.2017 19:50:00.000,110.386,110.435,110.375,110.417,852.15
25.04.2017 20:00:00.000,110.418,110.478,110.417,110.437,1277.64
25.04.2017 20:10:00.000,110.436,110.458,110.424,110.445,1534.29
25.04.2017 20:20:00.000,110.446,110.461,110.431,110.457,999.71
25.04.2017 20:30:00.000,110.460,110.548,110.460,110.530,1833.66
25.04.2017 20:40:00.000,110.530,110.541,110.485,110.495,1263.97
25.04.2017 20:50:00.000,110.494,110.504,110.449,110.484,1052.84
25.04.2017 21:00:00.000,110.484,110.558,110.484,110.522,1682.52
25.04.2017 21:10:00.000,110.522,110.558,110.485,110.541,1544.56
25.04.2017 21:20:00.000,110.542,110.633,110.497,110.606,2171.48
25.04.2017 21:30:00.000,110.607,110.615,110.553,110.588,1634.12
25.04.2017 21:40:00.000,110.588,110.595,110.527,110.567,1305.4699999999998
25.04.2017 21:50:00.000,110.569,110.689,110.569,110.656,1684.3300000000002
25.04.2017 22:00:00.000,110.655,110.668,110.626,110.644,1548.71
25.04.2017 22:10:00.000,110.645,110.741,110.645,110.719,1823.5300000000002
25.04.2017 22:20:00.000,110.720,110.766,110.713,110.741,1883.2400000000002
25.04.2017 22:30:00.000,110.741,110.767,110.710,110.739,2340.69
25.04.2017 22:40:00.000,110.738,110.746,110.694,110.701,2220.21
25.04.2017 22:50:00.000,110.701,110.705,110.597,110.607,1788.2000000000003
25.04.2017 23:00:00.000,110.604,110.830,110.601,110.808,3382.09
25.04.2017 23:10:00.000,110.810,110.817,110.648,110.683,2322.2
25.04.2017 23:20:00.000,110.683,110.694,110.631,110.668,1996.4499999999998
25.04.2017 23:30:00.000,110.668,110.848,110.668,110.828,2619.4900000000002
25.04.2017 23:40:00.000,110.827,110.836,110.760,110.808,1766.0399999999997
25.04.2017 23:50:00.000,110.811,110.886,110.782,110.871,1766.5